175,180,241
165,170,231
154,162,222
153,161,221
159,167,226
162,173,231
160,171,229
157,168,226
180,189,246
177,184,241
170,179,236
166,175,232
160,168,227
154,162,221
152,162,222
157,167,227
161,170,233
150,159,223
135,144,211
130,139,206
137,146,213
147,156,223
146,155,223
127,150,218
65,115,181
53,117,182
52,116,181
50,114,179
51,112,178
53,114,180
57,119,183
61,123,187
69,130,194
66,127,189
64,123,185
61,120,182
59,118,180
56,115,177
52,112,172
51,108,169
60,114,177
59,113,176
71,125,188
78,132,195
67,121,184
59,114,175
59,114,175
55,110,171
70,126,185
70,126,185
67,123,182
61,117,176
59,116,172
61,118,174
62,119,175
60,117,173
54,110,169
54,110,169
55,111,170
55,111,170
56,112,171
56,112,171
56,112,171
57,113,172
58,114,173
55,111,170
54,110,169
55,111,170
58,114,173
58,114,173
55,111,170
53,107,167
63,112,174
62,111,173
63,110,172
62,111,173
66,113,175
64,113,175
66,113,175
62,111,173
68,115,177
66,115,177
69,116,178
67,116,178
69,116,178
66,115,177
67,114,176
65,115,175
69,119,177
67,120,177
66,119,176
66,119,176
62,118,173
60,116,171
58,114,169
57,113,168
62,116,169
68,120,173
71,121,174
72,119,173
67,114,166
69,113,166
141,183,236
150,188,242
146,177,232
139,169,224
132,162,217
133,163,218
134,164,219
133,163,218
131,162,217
132,163,218
136,167,222
135,169,223
136,170,224
135,169,223
131,167,221
129,165,219
127,163,217
125,162,214
143,179,227
138,174,220
148,184,232
157,193,239
151,187,235
141,180,225
135,173,221
124,163,208
119,159,207
111,152,197
109,149,197
116,157,202
122,164,211
125,167,212
132,174,221
141,183,230
141,181,229
139,179,227
137,177,225
137,177,225
141,180,225
143,182,227
146,182,228
146,183,227
151,186,230
153,186,231
157,189,232
157,189,232
157,189,232
159,188,232
161,190,234
161,193,234
159,196,230
158,196,228
158,196,228
158,196,228
158,196,228
144,169,233
144,169,233
145,167,232
144,166,231
144,166,231
143,165,230
145,165,230
145,165,230
145,165,230
144,164,229
145,163,228
144,162,227
143,161,226
144,162,227
144,162,227
145,163,228
149,166,229
148,165,228
151,166,229
151,166,229
151,162,224
149,160,222
158,165,228
167,174,237
165,170,231
157,162,223
147,155,215
149,157,217
155,166,224
161,172,230
159,171,229
156,167,225
164,173,230
164,171,228
161,170,227
162,171,228
160,168,227
156,164,223
155,165,225
160,170,230
160,169,232
148,157,220
134,144,208
129,138,205
135,144,211
142,151,218
143,152,220
127,150,218
68,118,184
57,121,186
57,121,186
57,121,186
58,119,185
59,120,186
63,125,189
66,128,192
67,128,192
65,126,190
65,124,186
62,121,183
60,119,181
58,117,179
57,117,177
55,115,175
64,118,181
59,113,176
65,119,182
68,122,185
57,111,174
54,108,171
60,115,176
61,116,177
67,123,182
71,127,186
67,123,182
57,113,172
55,112,168
62,119,175
63,120,176
58,115,171
57,113,172
57,113,172
57,113,172
57,113,172
58,114,173
58,114,173
58,114,173
58,114,173
56,112,171
55,111,170
55,111,170
57,113,172
60,116,175
60,116,175
57,113,172
55,109,169
59,110,172
60,109,171
59,108,170
61,110,172
63,112,174
65,114,176
64,113,175
63,112,174
62,111,173
62,111,173
62,111,173
62,111,173
